date,address
2010-04-17T00:00:00.000Z,88
2010-04-18T00:00:00.000Z,3233
2010-04-19T00:00:00.000Z,322
2010-04-20T00:00:00.000Z,229
2010-04-21T00:00:00.000Z,165
2010-04-22T00:00:00.000Z,76
2010-04-23T00:00:00.000Z,96
2010-04-24T00:00:00.000Z,119
2010-04-25T00:00:00.000Z,192
2010-04-26T00:00:00.000Z,117
2010-04-27T00:00:00.000Z,98
2010-04-28T00:00:00.000Z,150
2010-04-29T00:00:00.000Z,73
2010-04-30T00:00:00.000Z,63
2010-05-01T00:00:00.000Z,84
2010-05-02T00:00:00.000Z,55
2010-05-03T00:00:00.000Z,123
2010-05-04T00:00:00.000Z,191
2010-05-05T00:00:00.000Z,159
2010-05-06T00:00:00.000Z,294
2010-05-07T00:00:00.000Z,103
2010-05-08T00:00:00.000Z,293
2010-05-09T00:00:00.000Z,113
2010-05-10T00:00:00.000Z,169
2010-05-11T00:00:00.000Z,49
2010-05-12T00:00:00.000Z,135
2010-05-13T00:00:00.000Z,129
2010-05-14T00:00:00.000Z,126
2010-05-15T00:00:00.000Z,69
2010-05-16T00:00:00.000Z,56
2010-05-17T00:00:00.000Z,149
2010-05-18T00:00:00.000Z,148
2010-05-19T00:00:00.000Z,149
2010-05-20T00:00:00.000Z,87
2010-05-21T00:00:00.000Z,168
2010-05-22T00:00:00.000Z,155
2010-05-23T00:00:00.000Z,260
2010-05-24T00:00:00.000Z,156
2010-05-25T00:00:00.000Z,149
2010-05-26T00:00:00.000Z,199
2010-05-27T00:00:00.000Z,209
2010-05-28T00:00:00.000Z,146
2010-05-29T00:00:00.000Z,181
2010-05-30T00:00:00.000Z,124
2010-05-31T00:00:00.000Z,141
2010-06-01T00:00:00.000Z,141
2010-06-02T00:00:00.000Z,112
2010-06-03T00:00:00.000Z,253
2010-06-04T00:00:00.000Z,111
2010-06-05T00:00:00.000Z,116
2010-06-06T00:00:00.000Z,123
2010-06-07T00:00:00.000Z,326
2010-06-08T00:00:00.000Z,188
2010-06-09T00:00:00.000Z,196
2010-06-10T00:00:00.000Z,136
2010-06-11T00:00:00.000Z,191
2010-06-12T00:00:00.000Z,158
2010-06-13T00:00:00.000Z,183
2010-06-14T00:00:00.000Z,269
2010-06-15T00:00:00.000Z,189
2010-06-16T00:00:00.000Z,156
2010-06-17T00:00:00.000Z,136
2010-06-18T00:00:00.000Z,131
2010-06-19T00:00:00.000Z,235
2010-06-20T00:00:00.000Z,129
2010-06-21T00:00:00.000Z,195
2010-06-22T00:00:00.000Z,208
2010-06-23T00:00:00.000Z,170
2010-06-24T00:00:00.000Z,203
2010-06-25T00:00:00.000Z,102
2010-06-26T00:00:00.000Z,91
2010-06-27T00:00:00.000Z,141
2010-06-28T00:00:00.000Z,141
2010-06-29T00:00:00.000Z,246
2010-06-30T00:00:00.000Z,275
2010-07-01T00:00:00.000Z,214
2010-07-02T00:00:00.000Z,219
2010-07-03T00:00:00.000Z,167
2010-07-04T00:00:00.000Z,279
2010-07-05T00:00:00.000Z,214
2010-07-06T00:00:00.000Z,105
2010-07-07T00:00:00.000Z,230
2010-07-08T00:00:00.000Z,164
2010-07-09T00:00:00.000Z,165
2010-07-10T00:00:00.000Z,213
2010-07-11T00:00:00.000Z,418
2010-07-12T00:00:00.000Z,2943
2010-07-13T00:00:00.000Z,1411
2010-07-14T00:00:00.000Z,6286
2010-07-15T00:00:00.000Z,1496
2010-07-16T00:00:00.000Z,1305
2010-07-17T00:00:00.000Z,635
2010-07-18T00:00:00.000Z,757
2010-07-19T00:00:00.000Z,808
2010-07-20T00:00:00.000Z,728
2010-07-21T00:00:00.000Z,621
2010-07-22T00:00:00.000Z,427
2010-07-23T00:00:00.000Z,471
2010-07-24T00:00:00.000Z,788
2010-07-25T00:00:00.000Z,1912
2010-07-26T00:00:00.000Z,1010
2010-07-27T00:00:00.000Z,611
2010-07-28T00:00:00.000Z,518
2010-07-29T00:00:00.000Z,355
2010-07-30T00:00:00.000Z,408
2010-07-31T00:00:00.000Z,285
2010-08-01T00:00:00.000Z,398
2010-08-02T00:00:00.000Z,416
2010-08-03T00:00:00.000Z,774
2010-08-04T00:00:00.000Z,511
2010-08-05T00:00:00.000Z,619
2010-08-06T00:00:00.000Z,493
2010-08-07T00:00:00.000Z,362
2010-08-08T00:00:00.000Z,398
2010-08-09T00:00:00.000Z,595
2010-08-10T00:00:00.000Z,406
2010-08-11T00:00:00.000Z,497
2010-08-12T00:00:00.000Z,378
2010-08-13T00:00:00.000Z,655
2010-08-14T00:00:00.000Z,332
2010-08-15T00:00:00.000Z,247
2010-08-16T00:00:00.000Z,630
2010-08-17T00:00:00.000Z,365
2010-08-18T00:00:00.000Z,595
2010-08-19T00:00:00.000Z,336
2010-08-20T00:00:00.000Z,480
2010-08-21T00:00:00.000Z,365
2010-08-22T00:00:00.000Z,387
2010-08-23T00:00:00.000Z,453
2010-08-24T00:00:00.000Z,448
2010-08-25T00:00:00.000Z,311
2010-08-26T00:00:00.000Z,455
2010-08-27T00:00:00.000Z,332
2010-08-28T00:00:00.000Z,368
2010-08-29T00:00:00.000Z,231
2010-08-30T00:00:00.000Z,376
2010-08-31T00:00:00.000Z,556
2010-09-01T00:00:00.000Z,450
2010-09-02T00:00:00.000Z,397
2010-09-03T00:00:00.000Z,344
2010-09-04T00:00:00.000Z,280
2010-09-05T00:00:00.000Z,384
2010-09-06T00:00:00.000Z,359
2010-09-07T00:00:00.000Z,245
2010-09-08T00:00:00.000Z,383
2010-09-09T00:00:00.000Z,382
2010-09-10T00:00:00.000Z,376
2010-09-11T00:00:00.000Z,279
2010-09-12T00:00:00.000Z,545
2010-09-13T00:00:00.000Z,557
2010-09-14T00:00:00.000Z,477
2010-09-15T00:00:00.000Z,499
2010-09-16T00:00:00.000Z,495
2010-09-17T00:00:00.000Z,825
2010-09-18T00:00:00.000Z,353
2010-09-19T00:00:00.000Z,482
2010-09-20T00:00:00.000Z,531
2010-09-21T00:00:00.000Z,1062
2010-09-22T00:00:00.000Z,876
2010-09-23T00:00:00.000Z,837
2010-09-24T00:00:00.000Z,614
2010-09-25T00:00:00.000Z,656
2010-09-26T00:00:00.000Z,444
2010-09-27T00:00:00.000Z,1070
2010-09-28T00:00:00.000Z,1503
2010-09-29T00:00:00.000Z,1049
2010-09-30T00:00:00.000Z,492
2010-10-01T00:00:00.000Z,693
2010-10-02T00:00:00.000Z,680
2010-10-03T00:00:00.000Z,550
2010-10-04T00:00:00.000Z,690
2010-10-05T00:00:00.000Z,577
2010-10-06T00:00:00.000Z,522
2010-10-07T00:00:00.000Z,489
2010-10-08T00:00:00.000Z,665
2010-10-09T00:00:00.000Z,607
2010-10-10T00:00:00.000Z,457
2010-10-11T00:00:00.000Z,475
2010-10-12T00:00:00.000Z,494
2010-10-13T00:00:00.000Z,756
2010-10-14T00:00:00.000Z,439
2010-10-15T00:00:00.000Z,406
2010-10-16T00:00:00.000Z,703
2010-10-17T00:00:00.000Z,525
2010-10-18T00:00:00.000Z,731
2010-10-19T00:00:00.000Z,1162
2010-10-20T00:00:00.000Z,944
2010-10-21T00:00:00.000Z,817
2010-10-22T00:00:00.000Z,823
2010-10-23T00:00:00.000Z,669
2010-10-24T00:00:00.000Z,665
2010-10-25T00:00:00.000Z,563
2010-10-26T00:00:00.000Z,639
2010-10-27T00:00:00.000Z,914
2010-10-28T00:00:00.000Z,805
2010-10-29T00:00:00.000Z,654
2010-10-30T00:00:00.000Z,428
2010-10-31T00:00:00.000Z,403
2010-11-01T00:00:00.000Z,421
2010-11-02T00:00:00.000Z,288
2010-11-03T00:00:00.000Z,394
2010-11-04T00:00:00.000Z,423
2010-11-05T00:00:00.000Z,647
2010-11-06T00:00:00.000Z,414
2010-11-07T00:00:00.000Z,486
2010-11-08T00:00:00.000Z,1363
2010-11-09T00:00:00.000Z,468
2010-11-10T00:00:00.000Z,469
2010-11-11T00:00:00.000Z,396
2010-11-12T00:00:00.000Z,299
2010-11-13T00:00:00.000Z,372
2010-11-14T00:00:00.000Z,708
2010-11-15T00:00:00.000Z,4217
2010-11-16T00:00:00.000Z,3189
2010-11-17T00:00:00.000Z,459
2010-11-18T00:00:00.000Z,405
2010-11-19T00:00:00.000Z,497
2010-11-20T00:00:00.000Z,668
2010-11-21T00:00:00.000Z,620
2010-11-22T00:00:00.000Z,466
2010-11-23T00:00:00.000Z,525
2010-11-24T00:00:00.000Z,801
2010-11-25T00:00:00.000Z,740
2010-11-26T00:00:00.000Z,1018
2010-11-27T00:00:00.000Z,661
2010-11-28T00:00:00.000Z,538
2010-11-29T00:00:00.000Z,710
2010-11-30T00:00:00.000Z,602
2010-12-01T00:00:00.000Z,938
2010-12-02T00:00:00.000Z,641
2010-12-03T00:00:00.000Z,708
2010-12-04T00:00:00.000Z,497
2010-12-05T00:00:00.000Z,488
2010-12-06T00:00:00.000Z,507
2010-12-07T00:00:00.000Z,926
2010-12-08T00:00:00.000Z,687
2010-12-09T00:00:00.000Z,632
2010-12-10T00:00:00.000Z,491
2010-12-11T00:00:00.000Z,823
2010-12-12T00:00:00.000Z,1026
2010-12-13T00:00:00.000Z,1539
2010-12-14T00:00:00.000Z,966
2010-12-15T00:00:00.000Z,906
2010-12-16T00:00:00.000Z,781
2010-12-17T00:00:00.000Z,634
2010-12-18T00:00:00.000Z,701
2010-12-19T00:00:00.000Z,909
2010-12-20T00:00:00.000Z,1304
2010-12-21T00:00:00.000Z,900
2010-12-22T00:00:00.000Z,1057
2010-12-23T00:00:00.000Z,784
2010-12-24T00:00:00.000Z,707
2010-12-25T00:00:00.000Z,915
2010-12-26T00:00:00.000Z,885
2010-12-27T00:00:00.000Z,985
2010-12-28T00:00:00.000Z,868
2010-12-29T00:00:00.000Z,830
2010-12-30T00:00:00.000Z,926
2010-12-31T00:00:00.000Z,741
2011-01-01T00:00:00.000Z,903
2011-01-02T00:00:00.000Z,883
2011-01-03T00:00:00.000Z,1246
2011-01-04T00:00:00.000Z,939
2011-01-05T00:00:00.000Z,1390
2011-01-06T00:00:00.000Z,1021
2011-01-07T00:00:00.000Z,1096
