,date,price,open,high,low,volume,change,value,address,mined
1451,2014-09-15,477.7,477.7,479.3,473.7,5.63K,0.00%,2203182,191596.0,13271200.0
1452,2014-09-16,466.8,477.7,478.8,464,6.52K,-2.29%,2207905,219181.0,13280075.0
1453,2014-09-17,461.1,466.8,469.4,458.3,7.51K,-1.21%,2212540,192638.0,13284700.0
1454,2014-09-18,424.3,461.1,462.3,408.8,8.93K,-7.99%,2218905,192303.0,13283250.0
1455,2014-09-19,397.7,424.3,429.2,386.1,14.97K,-6.27%,2222984,169742.0,13293075.0
1456,2014-09-20,411.5,397.7,427.7,387.5,14.29K,3.49%,2227543,167810.0,13297450.0
1457,2014-09-21,401.6,411.5,415.1,394.5,10.42K,-2.41%,2232406,203096.0,13295250.0
1458,2014-09-22,404.1,401.6,410.8,398.6,13.52K,0.62%,2237581,204349.0,13305150.0
1459,2014-09-23,436.9,404.1,445.5,394.8,17.94K,8.11%,2242964,198231.0,13309225.0
1460,2014-09-24,423.8,436.9,439.2,422.1,21.37K,-3.00%,2248618,188601.0,13307450.0
1461,2014-09-25,412.3,423.8,427.5,409.6,14.63K,-2.71%,2253475,199143.0,13317075.0
1462,2014-09-26,404.5,412.3,416.4,399.7,12.12K,-1.90%,2257716,180377.0,13320275.0
1463,2014-09-27,399,404.5,407.1,394.7,9.74K,-1.35%,2262294,169657.0,13319275.0
1464,2014-09-28,379.1,399,402.3,374.1,13.94K,-5.00%,2267085,234325.0,13327200.0
1465,2014-09-29,376.8,379.1,389.3,372.6,20.69K,-0.61%,2271978,193444.0,13331000.0
1466,2014-09-30,388.2,376.8,395.2,374.7,16.92K,3.03%,2276636,218874.0,13330950.0
1467,2014-10-01,382.8,388.2,395.1,381.1,17.73K,-1.37%,2276636,211528.0,13338325.0
1468,2014-10-02,375.1,382.8,385.6,371.2,14.30K,-2.01%,2285468,183203.0,13341850.0
1469,2014-10-03,363.5,375.1,378.2,362.8,16.81K,-3.12%,2289712,175552.0,13342550.0
1470,2014-10-04,335.3,363.5,369.9,327.1,23.04K,-7.74%,2294746,164357.0,13349875.0
1471,2014-10-05,322.9,335.3,344.3,294.9,29.85K,-3.72%,2299839,248102.0,13353875.0
1472,2014-10-06,331.5,322.9,347.9,303,41.17K,2.69%,2305242,188717.0,13354600.0
1473,2014-10-07,331.6,331.5,345.5,321.7,30.17K,0.03%,2310933,202878.0,13360925.0
1474,2014-10-08,350.9,331.6,351.6,325.4,21.77K,5.80%,2316618,191352.0,13364475.0
1475,2014-10-09,360.9,350.9,384.6,347.6,35.59K,2.86%,2321603,187811.0,13368450.0
1476,2014-10-10,361.7,360.9,378.1,353.3,28.41K,0.22%,2326689,198926.0,13366075.0
1477,2014-10-11,361.2,361.7,370.1,350.5,13.93K,-0.14%,2331810,163626.0,13375725.0
1478,2014-10-12,373.2,361.2,374.6,352.3,11.23K,3.31%,2336999,244368.0,13379550.0
1479,2014-10-13,387.3,373.2,391.2,366,23.58K,3.79%,2342157,207708.0,13377975.0
1480,2014-10-14,397.1,387.3,407.7,385.7,28.87K,2.53%,2347111,215032.0,13386725.0
1481,2014-10-15,393.2,397.1,397.9,388.2,22.49K,-0.99%,2352582,209631.0,13390475.0
1482,2014-10-16,379.8,393.2,398.8,371.6,20.79K,-3.41%,2357177,184002.0,13389925.0
1483,2014-10-17,380.5,379.8,384.8,372.4,16.57K,0.19%,2361569,183728.0,13398050.0
1484,2014-10-18,390.9,380.5,395.7,373.6,9.45K,2.73%,2361569,175209.0,13401400.0
1485,2014-10-19,387.3,390.9,394.5,383.9,5.33K,-0.92%,2370886,230810.0,13401650.0
1486,2014-10-20,380.4,387.3,387.8,378.4,10.56K,-1.78%,2376258,200402.0,13408350.0
1487,2014-10-21,382.4,380.4,388.2,377.4,9.66K,0.52%,2381387,209075.0,13412625.0
1488,2014-10-22,378.9,382.4,383.7,377,10.53K,-0.89%,2385891,200831.0,13416200.0
1489,2014-10-23,355.8,378.9,381.1,353.5,19.12K,-6.11%,2390219,197748.0,13413500.0
1490,2014-10-24,355.1,355.8,360.9,351.4,20.03K,-0.19%,2394480,187021.0,13424075.0
1491,2014-10-25,346.7,355.1,356.6,341.5,14.04K,-2.36%,2399236,209967.0,13427325.0
1492,2014-10-26,348.7,346.7,356.8,344.2,11.58K,0.56%,2407862,212801.0,13425225.0
1493,2014-10-27,350.1,348.7,356.4,344.9,10.60K,0.41%,2412721,221787.0,13434800.0
1494,2014-10-28,351.1,350.1,355.7,348.3,9.43K,0.28%,2417787,203256.0,13438400.0
1495,2014-10-29,335.1,351.1,352.8,334.7,12.26K,-4.54%,2422956,199946.0,13436800.0
1496,2014-10-30,344.9,335.1,350.4,333.4,16.12K,2.91%,2428297,204701.0,13447425.0
1497,2014-10-31,337.9,344.9,348,336.1,14.00K,-2.03%,2432909,202798.0,13451425.0
1498,2014-11-01,325.4,337.9,339,320.7,13.77K,-3.68%,2437743,172818.0,13448500.0
1499,2014-11-02,322.5,325.4,329.8,319.8,11.90K,-0.88%,2442649,268223.0,13459400.0
1500,2014-11-03,324.2,322.5,332.9,321.7,13.43K,0.52%,2447677,209994.0,13460300.0
1501,2014-11-04,328,324.2,328.8,320.1,15.12K,1.15%,2447677,203551.0,13467500.0
1502,2014-11-05,338,328,342,326.5,15.84K,3.06%,2457672,201322.0,13471125.0
1503,2014-11-06,347.7,338,351.1,335.7,15.65K,2.86%,2462589,225732.0,13474725.0
1504,2014-11-07,341.9,347.7,351.6,340.2,15.02K,-1.67%,2467532,221480.0,13472300.0
1505,2014-11-08,343.5,341.9,346.3,339.8,8.19K,0.49%,2472448,166466.0,13482100.0
1506,2014-11-09,362,343.5,362.2,341.8,12.63K,5.39%,2477509,249442.0,13486050.0
1507,2014-11-10,367.1,362,374.7,356.6,22.81K,1.41%,2482915,210763.0,13483950.0
1508,2014-11-11,365.4,367.1,371,361.9,15.79K,-0.47%,2488094,201465.0,13492950.0
1509,2014-11-12,432,365.4,442.7,365.8,38.53K,18.23%,2493727,226543.0,13496600.0
1510,2014-11-13,428.7,432,480.5,390.9,58.20K,-0.77%,2499028,215581.0,13495475.0
1511,2014-11-14,396.5,428.7,430.2,382,35.73K,-7.51%,2504332,220912.0,13504000.0
1512,2014-11-15,374.9,396.5,407.3,368,13.33K,-5.46%,2509233,177416.0,13507625.0
1513,2014-11-16,385.6,374.9,390.4,370.5,14.35K,2.87%,2514428,247506.0,13507175.0
1514,2014-11-17,384.7,385.6,412.3,378.3,27.60K,-0.24%,2519771,212707.0,13515175.0
1515,2014-11-18,379.2,384.7,394.9,372,27.09K,-1.44%,2524914,207572.0,13518600.0
1516,2014-11-19,381.4,379.2,389.3,374.3,19.87K,0.60%,2529796,200483.0,13518725.0
1517,2014-11-20,357.3,381.4,383,355.1,21.98K,-6.33%,2534878,213590.0,13525125.0
1518,2014-11-21,351.8,357.3,358.7,343.8,23.47K,-1.55%,2534878,198447.0,13529075.0
1519,2014-11-22,352,351.8,364.2,350.5,12.94K,0.07%,2544836,178429.0,13532600.0
1520,2014-11-23,365.9,352,370.6,352.6,12.41K,3.93%,2549601,246798.0,13530325.0
1521,2014-11-24,378.9,365.9,388.7,361.9,24.57K,3.55%,2554674,208042.0,13539675.0
1522,2014-11-25,376.4,378.9,395.7,370.6,45.32K,-0.64%,2560435,210768.0,13543250.0
1523,2014-11-26,365.4,376.4,378.3,364,23.98K,-2.94%,2564992,198224.0,13542025.0
1524,2014-11-27,368.8,365.4,374.4,364.8,13.85K,0.95%,2569340,212279.0,13550400.0
1525,2014-11-28,377.6,368.8,383.3,358.4,43.02K,2.38%,2573701,207739.0,13554175.0
1526,2014-11-29,376.3,377.6,389.3,372.2,83.45K,-0.35%,2578398,186109.0,13553800.0
1527,2014-11-30,374.9,376.3,381.1,372.6,11.29K,-0.36%,2583362,277614.0,13561650.0
1528,2014-12-01,378.6,374.9,383.6,373,19.67K,0.98%,2588840,215495.0,13565200.0
1529,2014-12-02,380.6,378.6,384.9,375.4,25.29K,0.54%,2593733,253874.0,13565550.0
1530,2014-12-03,377,380.6,384.7,373.6,23.51K,-0.97%,2599020,231606.0,13571925.0
1531,2014-12-04,369.8,377,380.4,366.2,25.33K,-1.89%,2604407,224341.0,13575675.0
1532,2014-12-05,377.6,369.8,379.7,366.4,29.99K,2.11%,2608811,223986.0,13579300.0
1533,2014-12-06,376.3,377.6,380.3,372,11.07K,-0.36%,2613340,190716.0,13577300.0
1534,2014-12-07,376.5,376.3,377.9,372.5,8.81K,0.06%,2618587,256517.0,13586100.0
1535,2014-12-08,365,376.5,377.4,364.6,22.92K,-3.06%,2618587,245438.0,13589575.0
1536,2014-12-09,352.2,365,365.4,343.8,43.83K,-3.50%,2628460,221190.0,13589175.0
1537,2014-12-10,347.9,352.2,354.1,345.1,27.13K,-1.21%,2633643,224773.0,13597300.0
1538,2014-12-11,347.7,347.9,367.1,337.8,51.08K,-0.07%,2638426,216998.0,13600850.0
1539,2014-12-12,353.4,347.7,356.4,346,26.85K,1.65%,2643050,219435.0,13601000.0
1540,2014-12-13,348.2,353.4,353.1,343.8,19.54K,-1.46%,2647972,184805.0,13607725.0
1541,2014-12-14,349.4,348.2,351.6,344.6,12.34K,0.32%,2652862,281754.0,13611550.0
1542,2014-12-15,345.4,349.4,351.2,343.6,22.16K,-1.14%,2657865,242791.0,13614875.0
1543,2014-12-16,330.2,345.4,346.5,328.9,38.59K,-4.39%,2662926,255817.0,13613125.0
1544,2014-12-17,320,330.2,335.7,314.3,61.34K,-3.09%,2667321,245097.0,13621525.0
1545,2014-12-18,310.3,320,325.6,303.4,60.52K,-3.02%,2671548,240244.0,13624625.0
1546,2014-12-19,317.8,310.3,320.2,306.4,41.71K,2.40%,2675488,223787.0,13625025.0
1547,2014-12-20,330.4,317.8,332.6,316,29.92K,3.96%,2679956,252813.0,13631775.0
1548,2014-12-21,322.6,330.4,332,320.1,20.67K,-2.34%,2685403,236906.0,13635000.0
1549,2014-12-22,330.8,322.6,335.3,319.9,35.36K,2.54%,2690142,258713.0,13639050.0
1550,2014-12-23,335.3,330.8,339.3,328,24.07K,1.33%,2694455,244775.0,13637125.0
1551,2014-12-24,322.4,335.3,336.3,320.6,21.52K,-3.83%,2698222,189656.0,13647050.0
1552,2014-12-25,319,322.4,323.4,316.3,15.39K,-1.06%,2698222,165986.0,13650650.0
1553,2014-12-26,330,319,332.9,316.4,23.01K,3.45%,2706304,187476.0,13648650.0
1554,2014-12-27,315.3,330,330.7,312,21.63K,-4.44%,2710429,209802.0,13658825.0
1555,2014-12-28,316.5,315.3,322.8,310.5,20.41K,0.38%,2715465,267702.0,13663050.0
1556,2014-12-29,314.1,316.5,321.6,308.3,20.36K,-0.76%,2719717,199651.0,13660525.0
1557,2014-12-30,311.3,314.1,316.2,309.3,22.78K,-0.91%,2723272,209222.0,13670575.0
1558,2014-12-31,318.2,311.3,319.1,308.9,20.50K,2.24%,2726154,179915.0,13674725.0
1559,2015-01-01,314.9,318.2,321.4,313.5,12.82K,-1.05%,2730066,141053.0,13672475.0
1560,2015-01-02,315.2,314.9,316.4,313.1,14.73K,0.10%,2734236,208256.0,13682825.0
1561,2015-01-03,287.1,315.2,315.8,284.9,47.37K,-8.91%,2738654,243885.0,13686975.0
1562,2015-01-04,264.7,287.1,289.9,255.9,88.77K,-7.80%,2743273,242183.0,13684275.0
1563,2015-01-05,274.8,264.7,278.3,262.9,54.99K,3.82%,2747920,241844.0,13695100.0
1564,2015-01-06,282.3,274.8,285.1,271.5,21.94K,2.70%,2752885,214243.0,13698800.0
1565,2015-01-07,291.3,282.3,296.1,280.7,30.67K,3.21%,2757765,202751.0,13696425.0
1566,2015-01-08,282.7,291.3,292.7,279,20.18K,-2.97%,2763084,230723.0,13705975.0
1567,2015-01-09,288,282.7,290.6,277.3,20.93K,1.87%,2768262,238752.0,13709500.0
1568,2015-01-10,273.4,288,289.3,272,14.73K,-5.08%,2773180,272269.0,13708150.0
1569,2015-01-11,264.8,273.4,278,263.8,15.11K,-3.14%,2773180,250233.0,13717275.0
1570,2015-01-12,269.3,264.8,273.1,263.3,25.39K,1.72%,2783890,220428.0,13719900.0
1571,2015-01-13,221.3,269.3,269.1,217.1,95.50K,-17.84%,2788850,255331.0,13719850.0
1572,2015-01-14,164.9,221.3,230.9,157.3,170.68K,-25.47%,2793579,252000.0,13727150.0
1573,2015-01-15,209.8,164.9,231.3,164.6,124.67K,27.20%,2798054,264141.0,13727150.0
1574,2015-01-16,206.9,209.8,222.6,198.7,62.32K,-1.36%,2802278,242869.0,13734300.0
1575,2015-01-17,199.6,206.9,212.6,191.7,43.13K,-3.51%,2806605,278425.0,13731825.0
1576,2015-01-18,210.6,199.6,220.7,192.5,40.37K,5.49%,2811208,244983.0,13741900.0
1577,2015-01-19,215.9,210.6,219.5,205.5,31.58K,2.49%,2815937,253267.0,13744900.0
1578,2015-01-20,210.6,215.9,216.6,203.4,37.48K,-2.46%,2820708,226129.0,13743500.0
1579,2015-01-21,228.2,210.6,229.3,207.1,43.18K,8.37%,2825099,225539.0,13752075.0
1580,2015-01-22,232.7,228.2,238.8,225.6,53.71K,1.99%,2829833,223559.0,13755175.0
1581,2015-01-23,232.2,232.7,237,224.8,38.17K,-0.23%,2834247,215453.0,13755350.0
1582,2015-01-24,248.2,232.2,248.9,229.6,33.24K,6.89%,2838958,204912.0,13761350.0
1583,2015-01-25,252.1,248.2,256.4,241.4,50.19K,1.58%,2844400,320544.0,13764525.0
1584,2015-01-26,269.2,252.1,310.9,251.5,105.71K,6.78%,2849577,261120.0,13768150.0
1585,2015-01-27,263.3,269.2,276.9,247.3,50.26K,-2.20%,2854516,250796.0,13766975.0
1586,2015-01-28,236.2,263.3,267.7,228.1,63.77K,-10.29%,2854516,200221.0,13776350.0
1587,2015-01-29,234,236.2,241.5,220.4,54.49K,-0.92%,2865410,213560.0,13779825.0
1588,2015-01-30,231.8,234,244.8,227.2,48.23K,-0.92%,2869986,193692.0,13779225.0
1589,2015-01-31,218.5,231.8,235.4,216.5,42.15K,-5.75%,2874618,276472.0,13787950.0
1590,2015-02-01,225.3,218.5,231.4,209.7,41.16K,3.10%,2879200,250937.0,13791625.0
1591,2015-02-02,238.9,225.3,242.5,220.5,39.02K,6.02%,2884217,226432.0,13791450.0
1592,2015-02-03,227.4,238.9,247.5,223.9,63.08K,-4.79%,2888857,240736.0,13799025.0
1593,2015-02-04,226.6,227.4,230.7,220.2,55.24K,-0.36%,2893599,231084.0,13802700.0
1594,2015-02-05,216.5,226.6,229.9,214.4,40.64K,-4.44%,2898259,215084.0,13803125.0
1595,2015-02-06,223,216.5,226.2,215.6,52.52K,2.97%,2902737,232338.0,13811375.0
1596,2015-02-07,227.7,223,231,222.4,39.76K,2.12%,2907075,195166.0,13814575.0
1597,2015-02-08,223.7,227.7,230.2,219.5,29.05K,-1.76%,2912046,292215.0,13815275.0
1598,2015-02-09,220.3,223.7,225,215.7,91.69K,-1.49%,2917033,231491.0,13822200.0
1599,2015-02-10,219.7,220.3,222.2,214.4,86.15K,-0.30%,2922162,231734.0,13825950.0
1600,2015-02-11,218.8,219.7,223.5,217.3,71.73K,-0.38%,2929390,233426.0,13827000.0
1601,2015-02-12,221.8,218.8,223,217.3,50.11K,1.35%,2937837,231138.0,13832850.0
1602,2015-02-13,236.2,221.8,241.6,220.6,112.25K,6.48%,2945869,308441.0,13836875.0
1603,2015-02-14,258.6,236.2,261.3,235.4,133.80K,9.51%,2945869,261960.0,13840225.0
1604,2015-02-15,233.3,258.6,264.6,226.6,179.14K,-9.81%,2956335,347674.0,13838450.0
1605,2015-02-16,235.8,233.3,240,228,115.47K,1.10%,2963555,265743.0,13848050.0
1606,2015-02-17,243.2,235.8,247.2,232,116.26K,3.13%,2970780,272269.0,13852075.0
1607,2015-02-18,235.2,243.2,245.5,231.7,99.66K,-3.29%,2977411,249911.0,13850300.0
1608,2015-02-19,241.9,235.2,244.1,234.9,66.05K,2.86%,2985497,213790.0,13860325.0
1609,2015-02-20,244.5,241.9,247.8,238.8,83.59K,1.07%,2992923,248078.0,13863775.0
1610,2015-02-21,244.4,244.5,247.3,242.6,42.95K,-0.04%,3000013,271106.0,13862050.0
1611,2015-02-22,235.7,244.4,246.5,232.7,75.70K,-3.55%,3005138,273313.0,13870975.0
1612,2015-02-23,238.8,235.7,240.1,231.3,62.67K,1.31%,3010723,250312.0,13874425.0
1613,2015-02-24,238.9,238.8,240.3,235.5,45.03K,0.03%,3016006,236075.0,13873750.0
1614,2015-02-25,237.3,238.9,239.6,234.6,38.10K,-0.65%,3020872,231371.0,13881925.0
1615,2015-02-26,236.5,237.3,238.2,233.5,50.87K,-0.34%,3025567,226815.0,13885875.0
1616,2015-02-27,253.5,236.5,258.7,235.7,167.81K,7.16%,3029971,241012.0,13885625.0
1617,2015-02-28,254.1,253.5,255.4,248.7,39.41K,0.23%,3034588,282027.0,13893000.0
1618,2015-03-01,257.9,254.1,260.6,244.8,51.33K,1.53%,3039526,276357.0,13896750.0
1619,2015-03-02,273.8,257.9,274.8,256.1,81.09K,6.13%,3044636,282203.0,13897425.0
1620,2015-03-03,280.6,273.8,287.1,266.1,164.82K,2.52%,3044636,267105.0,13904525.0
1621,2015-03-04,271.9,280.6,284.5,265.9,139.00K,-3.11%,3055406,241109.0,13907375.0
1622,2015-03-05,275.2,271.9,280.8,262.8,123.64K,1.22%,3060081,257007.0,13911325.0
1623,2015-03-06,272.6,275.2,278,269,98.80K,-0.97%,3065109,236856.0,13909325.0
1624,2015-03-07,274.9,272.6,278.3,269.4,60.72K,0.86%,3069787,256258.0,13918750.0
1625,2015-03-08,274.5,274.9,278.8,271.3,50.40K,-0.15%,3074557,269010.0,13922050.0
1626,2015-03-09,290,274.5,293.3,273.8,151.77K,5.66%,3079550,259330.0,13921125.0
1627,2015-03-10,291.4,290,301,288.1,158.18K,0.47%,3084290,249377.0,13929975.0
1628,2015-03-11,295.6,291.4,297.7,288.9,79.98K,1.45%,3089404,251449.0,13933300.0
1629,2015-03-12,293.9,295.6,297,290.8,107.32K,-0.59%,3094389,247135.0,13933075.0
1630,2015-03-13,287.2,293.9,294.9,286.1,97.34K,-2.26%,3098868,241493.0,13940125.0
1631,2015-03-14,281.6,287.2,288.4,279.3,75.72K,-1.95%,3103168,259425.0,13943800.0
1632,2015-03-15,284.9,281.6,286.4,280.4,39.46K,1.16%,3107910,255658.0,13944525.0
1633,2015-03-16,290.4,284.9,294,284.8,66.34K,1.94%,3112613,261560.0,13950650.0
1634,2015-03-17,285.4,290.4,292.5,283.3,65.01K,-1.73%,3117033,225723.0,13954175.0
1635,2015-03-18,255.9,285.4,285.6,248.2,206.74K,-10.32%,3121374,250127.0,13957750.0
1636,2015-03-19,260.9,255.9,264.8,247,180.69K,1.96%,3125378,269390.0,13956200.0
1637,2015-03-20,261.8,260.9,264.7,257.9,52.83K,0.33%,3125378,238534.0,13964850.0
1638,2015-03-21,259.7,261.8,263.3,254,51.65K,-0.79%,3133429,244860.0,13968175.0
1639,2015-03-22,268.6,259.7,270.4,259,56.63K,3.41%,3138102,273623.0,13967750.0
1640,2015-03-23,265.5,268.6,271,259.4,81.45K,-1.16%,3142557,260579.0,13976150.0
1641,2015-03-24,246.7,265.5,267,242.7,151.09K,-7.06%,3146872,222131.0,13980300.0
1642,2015-03-25,246.4,246.7,249.2,234.8,131.44K,-0.14%,3151518,223820.0,13979375.0
1643,2015-03-26,248,246.4,254.7,243.5,89.47K,0.67%,3157241,230393.0,13988325.0
1644,2015-03-27,247.2,248,250.1,244.5,62.56K,-0.33%,3161766,231983.0,13992075.0
1645,2015-03-28,252,247.2,254.3,246.3,55.06K,1.95%,3166526,236238.0,13990975.0
1646,2015-03-29,242.1,252,252.8,238.9,77.54K,-3.94%,3171970,278745.0,13999400.0
1647,2015-03-30,246.8,242.1,248.8,236.6,85.33K,1.95%,3177707,259574.0,14003125.0
1648,2015-03-31,244.1,246.8,248.7,241.2,75.33K,-1.07%,3183329,267708.0,14002650.0
1649,2015-04-01,246.2,244.1,247.7,239.6,67.08K,0.86%,3188600,267874.0,14010350.0
1650,2015-04-02,252.6,246.2,254.9,244.3,81.37K,2.58%,3193831,260145.0,14014125.0
1651,2015-04-03,254.5,252.6,256.5,251.3,71.74K,0.74%,3199026,237447.0,14014375.0
1652,2015-04-04,252.9,254.5,255.2,250.3,30.72K,-0.62%,3203649,249094.0,14021750.0
1653,2015-04-05,259.6,252.9,260.3,250.6,43.83K,2.67%,3208776,269264.0,14024975.0
1654,2015-04-06,255,259.6,261.5,252.3,45.93K,-1.80%,3208776,248717.0,14028950.0
1655,2015-04-07,253,255,255.6,250.1,44.79K,-0.78%,3219437,261904.0,14026225.0
1656,2015-04-08,244.6,253,254.3,242.6,102.65K,-3.32%,3224922,254951.0,14035500.0
1657,2015-04-09,243.3,244.6,246.2,237.6,69.19K,-0.51%,3230462,246680.0,14039050.0
1658,2015-04-10,234.7,243.3,244.1,231.3,100.20K,-3.53%,3234996,257423.0,14038050.0
1659,2015-04-11,236.5,234.7,240,233.1,51.99K,0.75%,3239625,270733.0,14045875.0
1660,2015-04-12,235.9,236.5,237.5,232.3,33.03K,-0.27%,3244947,254967.0,14049400.0
1661,2015-04-13,223.6,235.9,236.8,220.4,105.15K,-5.20%,3250058,274722.0,14049725.0
1662,2015-04-14,218,223.6,224.7,214.3,115.19K,-2.50%,3255153,257890.0,14056425.0
1663,2015-04-15,223,218,223.6,217.1,77.23K,2.28%,3260309,226461.0,14059875.0
1664,2015-04-16,228,223,229.5,222.9,84.89K,2.25%,3265137,225817.0,14063225.0
1665,2015-04-17,222.6,228,229.3,220.6,66.92K,-2.36%,3269978,231643.0,14061325.0
1666,2015-04-18,223.4,222.6,224.5,220.6,36.54K,0.34%,3274244,251797.0,14069950.0
1667,2015-04-19,223,223.4,226.9,222,35.50K,-0.15%,3279011,270032.0,14074100.0
1668,2015-04-20,224.2,223,226.7,221.6,44.87K,0.55%,3284127,249563.0,14073025.0
1669,2015-04-21,233.7,224.2,235.3,223.3,68.35K,4.23%,3289120,245269.0,14081650.0
1670,2015-04-22,233.8,233.7,238.4,231.8,77.56K,0.02%,3294361,262585.0,14085100.0
1671,2015-04-23,235.4,233.8,236.1,232.6,42.45K,0.69%,3294361,262719.0,14084750.0
1672,2015-04-24,231.1,235.4,236.6,229.1,69.78K,-1.83%,3305388,259408.0,14091950.0
1673,2015-04-25,226.1,231.1,232.3,223.1,43.78K,-2.14%,3310653,265437.0,14095675.0
1674,2015-04-26,218.7,226.1,226.7,214.1,100.77K,-3.29%,3315533,274844.0,14096275.0
1675,2015-04-27,229,218.7,242.6,216.6,123.41K,4.69%,3320401,254909.0,14103050.0
1676,2015-04-28,225.8,229,229.9,222,65.97K,-1.38%,3325183,254137.0,14106275.0
1677,2015-04-29,225.4,225.8,227.2,222.3,60.89K,-0.17%,3329868,260698.0,14109600.0
1678,2015-04-30,235.8,225.4,240,224.7,112.24K,4.59%,3334318,245968.0,14107825.0
1679,2015-05-01,233.2,235.8,239.4,232.4,60.14K,-1.09%,3338506,222745.0,14116950.0
1680,2015-05-02,235.3,233.2,236.4,231.7,37.08K,0.91%,3342704,268048.0,14120400.0
1681,2015-05-03,240,235.3,243.6,233.8,55.72K,1.98%,3347618,247478.0,14119650.0
1682,2015-05-04,239,240,243.2,237.4,69.12K,-0.43%,3356144,257173.0,14127550.0
1683,2015-05-05,235.8,239,239.6,231.8,77.87K,-1.32%,3360999,262609.0,14131125.0
1684,2015-05-06,230,235.8,237.1,228.2,103.66K,-2.46%,3367895,271987.0,14131300.0
1685,2015-05-07,237.7,230,240.3,228.3,91.05K,3.35%,3372534,261264.0,14138850.0
1686,2015-05-08,243.7,237.7,247,235.8,87.50K,2.53%,3376484,296068.0,14142000.0
1687,2015-05-09,241.4,243.7,247.9,238.5,62.79K,-0.96%,3380972,234770.0,14145225.0
1688,2015-05-10,240,241.4,244.8,238.2,44.00K,-0.60%,3380972,270181.0,14143000.0
1689,2015-05-11,241.8,240,243.9,238.9,57.17K,0.77%,3391659,266033.0,14152900.0
1690,2015-05-12,241.6,241.8,243,239.2,40.08K,-0.10%,3396825,273863.0,14156950.0
1691,2015-05-13,236.4,241.6,243.9,234.1,84.43K,-2.15%,3401823,248544.0,14154775.0
1692,2015-05-14,236.9,236.4,239.2,232.4,71.02K,0.22%,3406874,237771.0,14164575.0
1693,2015-05-15,237.2,236.9,238.8,235.5,46.03K,0.13%,3411578,246249.0,14167775.0
1694,2015-05-16,236.2,237.2,237.8,234.6,27.05K,-0.41%,3416442,263189.0,14166825.0
1695,2015-05-17,236.3,236.2,237.8,235.4,28.43K,0.03%,3421590,259001.0,14175525.0
1696,2015-05-18,232.6,236.3,237.1,231.5,53.14K,-1.55%,3426967,245347.0,14178925.0
1697,2015-05-19,232,232.6,234.5,231.3,40.94K,-0.27%,3432989,255285.0,14178425.0
1698,2015-05-20,234,232,235.2,231.5,49.69K,0.84%,3439189,256932.0,14186300.0
1699,2015-05-21,235.4,234,236.6,233.6,42.94K,0.61%,3444694,237415.0,14189850.0
1700,2015-05-22,240.4,235.4,242,234.6,74.11K,2.12%,3449943,246875.0,14189975.0
1701,2015-05-23,238.9,240.4,241.7,238.1,36.03K,-0.59%,3455075,221645.0,14196375.0
1702,2015-05-24,241,238.9,242.4,237.5,30.26K,0.85%,3461126,288673.0,14199975.0
1703,2015-05-25,237.4,241,241.8,235.8,26.39K,-1.48%,3467023,260187.0,14203350.0
1704,2015-05-26,237.8,237.4,239,235.6,37.08K,0.18%,3472705,270564.0,14201525.0
1705,2015-05-27,237.3,237.8,238.9,235.9,48.03K,-0.23%,3472705,260321.0,14210275.0
1706,2015-05-28,237.3,237.3,238.4,236.2,35.75K,0.00%,3485729,255874.0,14214200.0
1707,2015-05-29,237,237.3,237.9,235.1,38.92K,-0.12%,3490449,293321.0,14213100.0
1708,2015-05-30,233.2,237,237.1,231.6,41.63K,-1.61%,3495018,310793.0,14220975.0
1709,2015-05-31,229.8,233.2,234,229.1,39.00K,-1.45%,3500077,294881.0,14224400.0
1710,2015-06-01,223.1,229.8,231.8,221,87.06K,-2.92%,3505036,310466.0,14224675.0
1711,2015-06-02,225.7,223.1,227.4,222.3,60.81K,1.17%,3511027,306627.0,14231600.0
1712,2015-06-03,225.6,225.7,227.9,223.7,54.35K,-0.07%,3516140,292587.0,14235150.0
1713,2015-06-04,224.2,225.6,226.7,223.5,44.06K,-0.61%,3521147,277168.0,14238700.0
1714,2015-06-05,225.3,224.2,226.4,222.1,56.46K,0.48%,3526054,264050.0,14236225.0
1715,2015-06-06,224.7,225.3,225.8,223.5,22.47K,-0.24%,3529529,267406.0,14246900.0
1716,2015-06-07,223.5,224.7,226.4,222.2,40.48K,-0.57%,3534606,260400.0,14250425.0
1717,2015-06-08,228.6,223.5,229.9,223,74.15K,2.28%,3540083,247864.0,14247950.0
1718,2015-06-09,229.6,228.6,231.4,227.5,54.84K,0.43%,3545295,282605.0,14258425.0
1719,2015-06-10,228.8,229.6,230.4,227.8,41.64K,-0.34%,3551064,360702.0,14259650.0
1720,2015-06-11,229.9,228.8,230.6,228.5,38.00K,0.48%,3555894,283446.0,14265700.0
1721,2015-06-12,230.5,229.9,231.6,229.3,40.75K,0.25%,3560971,300369.0,14269650.0
1722,2015-06-13,232.5,230.5,233.1,229,38.01K,0.88%,3560971,282277.0,14273275.0
1723,2015-06-14,233.8,232.5,235.5,232.1,32.90K,0.55%,3571055,290642.0,14271575.0
1724,2015-06-15,237,233.8,238.6,233.3,63.47K,1.39%,3576808,320698.0,14280100.0
1725,2015-06-16,249.8,237,254.1,235.7,122.47K,5.41%,3583017,280181.0,14283650.0
