Date,Value
2015-10-14,4528285
2015-10-13,4516989
2015-10-12,4504330
2015-10-11,4493934
2015-10-10,4486171
2015-10-09,4478025
2015-10-08,4449533
2015-10-07,4439625
2015-10-06,4427982
2015-10-05,4415032
2015-10-04,4407020
2015-10-03,4399506
2015-10-02,4391799
2015-10-01,4382134
2015-09-30,4372219
2015-09-29,4362605
2015-09-28,4353659
2015-09-27,4345824
2015-09-26,4339229
2015-09-25,4332591
2015-09-24,4325864
2015-09-23,4318568
2015-09-22,4311247
2015-09-21,4303881
2015-09-20,4296473
2015-09-19,4288079
2015-09-18,4280754
2015-09-17,4273816
2015-09-16,4266730
2015-09-15,4259086
2015-09-14,4251709
2015-09-13,4244070
2015-09-12,4228337
2015-09-11,4222150
2015-09-10,4215298
2015-09-09,4208444
2015-09-08,4202009
2015-09-07,4195635
2015-09-06,4189121
2015-09-05,4182841
2015-09-04,4176098
2015-09-03,4173275
2015-09-02,4166582
2015-09-01,4159985
2015-08-31,4153093
2015-08-30,4146673
2015-08-29,4140784
2015-08-28,4134777
2015-08-27,4128152
2015-08-26,4121710
2015-08-25,4113830
2015-08-24,4101954
2015-08-23,4095100
2015-08-22,4088174
2015-08-21,4065426
2015-08-20,4036635
2015-08-19,4023883
2015-08-18,4017248
2015-08-17,4017248
2015-08-16,4010440
2015-08-15,4004155
2015-08-14,3996755
2015-08-13,3991048
2015-08-12,3984562
2015-08-11,3975331
2015-08-10,3968223
2015-08-09,3961954
2015-08-08,3956107
2015-08-07,3950759
2015-08-06,3945526
2015-08-05,3939766
2015-08-04,3933656
2015-08-03,3919540
2015-08-02,3919540
2015-08-01,3912526
2015-07-31,3903592
2015-07-30,3897914
2015-07-29,3891830
2015-07-28,3885141
2015-07-27,3878394
2015-07-26,3872002
2015-07-25,3865405
2015-07-24,3859171
2015-07-23,3853422
2015-07-22,3846817
2015-07-21,3839985
2015-07-20,3833426
2015-07-19,3826491
2015-07-18,3820052
2015-07-17,3809138
2015-07-16,3809138
2015-07-15,3803686
2015-07-14,3797826
2015-07-13,3790367
2015-07-12,3751805
2015-07-11,3745241
2015-07-10,3739207
2015-07-09,3732816
2015-07-08,3723311
2015-07-07,3716621
2015-07-06,3709806
2015-07-05,3703034
2015-07-04,3696670
2015-07-03,3691609
2015-07-02,3684712
2015-07-01,3678446
2015-06-30,3666010
2015-06-29,3666010
2015-06-28,3654521
2015-06-27,3648675
2015-06-26,3643621
2015-06-25,3637953
2015-06-24,3631878
2015-06-23,3625728
2015-06-22,3619636
2015-06-21,3613832
2015-06-20,3607698
2015-06-19,3601449
2015-06-18,3595963
2015-06-17,3589704
2015-06-16,3583017
2015-06-15,3576808
2015-06-14,3571055
2015-06-13,3560971
2015-06-12,3560971
2015-06-11,3555894
2015-06-10,3551064
2015-06-09,3545295
2015-06-08,3540083
2015-06-07,3534606
2015-06-06,3529529
2015-06-05,3526054
2015-06-04,3521147
2015-06-03,3516140
2015-06-02,3511027
2015-06-01,3505036
2015-05-31,3500077
2015-05-30,3495018
2015-05-29,3490449
2015-05-28,3485729
2015-05-27,3472705
2015-05-26,3472705
2015-05-25,3467023
2015-05-24,3461126
2015-05-23,3455075
2015-05-22,3449943
2015-05-21,3444694
2015-05-20,3439189
2015-05-19,3432989
2015-05-18,3426967
2015-05-17,3421590
2015-05-16,3416442
2015-05-15,3411578
2015-05-14,3406874
2015-05-13,3401823
2015-05-12,3396825
2015-05-11,3391659
2015-05-10,3380972
2015-05-09,3380972
2015-05-08,3376484
2015-05-07,3372534
2015-05-06,3367895
2015-05-05,3360999
2015-05-04,3356144
2015-05-03,3347618
2015-05-02,3342704
2015-05-01,3338506
2015-04-30,3334318
2015-04-29,3329868
2015-04-28,3325183
2015-04-27,3320401
2015-04-26,3315533
2015-04-25,3310653
2015-04-24,3305388
2015-04-23,3294361
2015-04-22,3294361
2015-04-21,3289120
2015-04-20,3284127
2015-04-19,3279011
2015-04-18,3274244
2015-04-17,3269978
2015-04-16,3265137
2015-04-15,3260309
2015-04-14,3255153
2015-04-13,3250058
2015-04-12,3244947
2015-04-11,3239625
2015-04-10,3234996
2015-04-09,3230462
2015-04-08,3224922
2015-04-07,3219437
2015-04-06,3208776
2015-04-05,3208776
2015-04-04,3203649
2015-04-03,3199026
2015-04-02,3193831
2015-04-01,3188600
2015-03-31,3183329
2015-03-30,3177707
2015-03-29,3171970
2015-03-28,3166526
2015-03-27,3161766
2015-03-26,3157241
2015-03-25,3151518
2015-03-24,3146872
2015-03-23,3142557
2015-03-22,3138102
2015-03-21,3133429
2015-03-20,3125378
2015-03-19,3125378
2015-03-18,3121374
2015-03-17,3117033
2015-03-16,3112613
2015-03-15,3107910
2015-03-14,3103168
2015-03-13,3098868
2015-03-12,3094389
2015-03-11,3089404
2015-03-10,3084290
2015-03-09,3079550
2015-03-08,3074557
2015-03-07,3069787
2015-03-06,3065109
2015-03-05,3060081
2015-03-04,3055406
2015-03-03,3044636
2015-03-02,3044636
2015-03-01,3039526
2015-02-28,3034588
2015-02-27,3029971
2015-02-26,3025567
2015-02-25,3020872
2015-02-24,3016006
2015-02-23,3010723
2015-02-22,3005138
2015-02-21,3000013
2015-02-20,2992923
2015-02-19,2985497
2015-02-18,2977411
2015-02-17,2970780
2015-02-16,2963555
2015-02-15,2956335
2015-02-14,2945869
2015-02-13,2945869
2015-02-12,2937837
2015-02-11,2929390
2015-02-10,2922162
2015-02-09,2917033
2015-02-08,2912046
2015-02-07,2907075
2015-02-06,2902737
2015-02-05,2898259
2015-02-04,2893599
2015-02-03,2888857
2015-02-02,2884217
2015-02-01,2879200
2015-01-31,2874618
2015-01-30,2869986
2015-01-29,2865410
2015-01-28,2854516
2015-01-27,2854516
2015-01-26,2849577
2015-01-25,2844400
2015-01-24,2838958
2015-01-23,2834247
2015-01-22,2829833
2015-01-21,2825099
2015-01-20,2820708
2015-01-19,2815937
2015-01-18,2811208
2015-01-17,2806605
2015-01-16,2802278
2015-01-15,2798054
2015-01-14,2793579
2015-01-13,2788850
2015-01-12,2783890
2015-01-11,2773180
2015-01-10,2773180
2015-01-09,2768262
2015-01-08,2763084
2015-01-07,2757765
2015-01-06,2752885
2015-01-05,2747920
2015-01-04,2743273
2015-01-03,2738654
2015-01-02,2734236
2015-01-01,2730066
2014-12-31,2726154
2014-12-30,2723272
2014-12-29,2719717
2014-12-28,2715465
2014-12-27,2710429
2014-12-26,2706304
2014-12-25,2698222
2014-12-24,2698222
2014-12-23,2694455
2014-12-22,2690142
2014-12-21,2685403
2014-12-20,2679956
2014-12-19,2675488
2014-12-18,2671548
2014-12-17,2667321
2014-12-16,2662926
2014-12-15,2657865
2014-12-14,2652862
2014-12-13,2647972
2014-12-12,2643050
2014-12-11,2638426
2014-12-10,2633643
2014-12-09,2628460
2014-12-08,2618587
2014-12-07,2618587
2014-12-06,2613340
2014-12-05,2608811
2014-12-04,2604407
2014-12-03,2599020
2014-12-02,2593733
2014-12-01,2588840
2014-11-30,2583362
2014-11-29,2578398
2014-11-28,2573701
2014-11-27,2569340
2014-11-26,2564992
2014-11-25,2560435
2014-11-24,2554674
2014-11-23,2549601
2014-11-22,2544836
2014-11-21,2534878
2014-11-20,2534878
2014-11-19,2529796
2014-11-18,2524914
2014-11-17,2519771
2014-11-16,2514428
2014-11-15,2509233
2014-11-14,2504332
2014-11-13,2499028
2014-11-12,2493727
2014-11-11,2488094
2014-11-10,2482915
2014-11-09,2477509
2014-11-08,2472448
2014-11-07,2467532
2014-11-06,2462589
2014-11-05,2457672
2014-11-04,2447677
2014-11-03,2447677
2014-11-02,2442649
2014-11-01,2437743
2014-10-31,2432909
2014-10-30,2428297
2014-10-29,2422956
2014-10-28,2417787
2014-10-27,2412721
2014-10-26,2407862
2014-10-25,2399236
2014-10-24,2394480
2014-10-23,2390219
2014-10-22,2385891
2014-10-21,2381387
2014-10-20,2376258
2014-10-19,2370886
2014-10-18,2361569
2014-10-17,2361569
2014-10-16,2357177
2014-10-15,2352582
2014-10-14,2347111
2014-10-13,2342157
2014-10-12,2336999
2014-10-11,2331810
2014-10-10,2326689
2014-10-09,2321603
2014-10-08,2316618
2014-10-07,2310933
2014-10-06,2305242
2014-10-05,2299839
2014-10-04,2294746
2014-10-03,2289712
2014-10-02,2285468
2014-10-01,2276636
2014-09-30,2276636
2014-09-29,2271978
2014-09-28,2267085
2014-09-27,2262294
2014-09-26,2257716
2014-09-25,2253475
2014-09-24,2248618
2014-09-23,2242964
2014-09-22,2237581
2014-09-21,2232406
2014-09-20,2227543
2014-09-19,2222984
2014-09-18,2218905
2014-09-17,2212540
2014-09-16,2207905
2014-09-15,2203182
2014-09-14,2193477
2014-09-13,2193477
2014-09-12,2188693
2014-09-11,2184552
2014-09-10,2180081
2014-09-09,2175346
2014-09-08,2169931
2014-09-07,2164136
2014-09-06,2158632
2014-09-05,2145615
2014-09-04,2140651
2014-09-03,2135769
2014-09-02,2130197
2014-09-01,2125124
2014-08-31,2118964
2014-08-30,2114088
2014-08-29,2107985
2014-08-28,2097947
2014-08-27,2097947
2014-08-26,2092230
2014-08-25,2086767
2014-08-24,2081034
2014-08-23,2075606
2014-08-22,2070778
2014-08-21,2066099
2014-08-20,2060507
2014-08-19,2055092
2014-08-18,2049465
2014-08-17,2043581
2014-08-16,2037795
2014-08-15,2032708
2014-08-14,2027773
2014-08-13,2022619
2014-08-12,2017054
2014-08-11,2005514
2014-08-10,2005514
2014-08-09,2000256
2014-08-08,1995407
2014-08-07,1990454
2014-08-06,1984961
2014-08-05,1978691
2014-08-04,1970816
2014-08-03,1961867
2014-08-02,1954683
2014-08-01,1949629
2014-07-31,1943654
2014-07-30,1937615
2014-07-29,1930905
2014-07-28,1922272
2014-07-27,1913748
2014-07-26,1909047
2014-07-25,1901107
2014-07-24,1901107
2014-07-23,1896770
2014-07-22,1892183
2014-07-21,1887510
2014-07-20,1882933
2014-07-19,1878182
2014-07-18,1873719
2014-07-17,1869646
2014-07-16,1865266
2014-07-15,1860837
2014-07-14,1856572
2014-07-13,1852238
2014-07-12,1847903
2014-07-11,1844181
2014-07-10,1840140
2014-07-09,1835713
2014-07-08,1826405
2014-07-07,1826405
2014-07-06,1821881
2014-07-05,1817503
2014-07-04,1813637
2014-07-03,1809955
2014-07-02,1805638
2014-07-01,1800748
2014-06-30,1795938
2014-06-29,1791263
2014-06-28,1786685
2014-06-27,1782880
2014-06-26,1779103
2014-06-25,1775116
2014-06-24,1770973
2014-06-23,1766949
2014-06-22,1762878
2014-06-21,1755717
2014-06-20,1755717
2014-06-19,1752029
2014-06-18,1748219
2014-06-17,1744305
2014-06-16,1740222
2014-06-15,1735471
2014-06-14,1731308
2014-06-13,1727532
2014-06-12,1724098
2014-06-11,1720129
2014-06-10,1715846
2014-06-09,1711347
2014-06-08,1707220
2014-06-07,1703187
2014-06-06,1699443
2014-06-05,1696012
2014-06-04,1688351
2014-06-03,1688351
2014-06-02,1684203
2014-06-01,1680069
2014-05-31,1675841
2014-05-30,1672398
2014-05-29,1668573
2014-05-28,1664442
2014-05-27,1660245
2014-05-26,1655830
2014-05-25,1651897
2014-05-24,1647891
2014-05-23,1644710
2014-05-22,1641667
2014-05-21,1638215
2014-05-20,1634540
2014-05-19,1630948
2014-05-18,1623695
2014-05-17,1623695
2014-05-16,1620557
2014-05-15,1617504
2014-05-14,1614349
2014-05-13,1610679
2014-05-12,1606735
2014-05-11,1603225
2014-05-10,1599792
2014-05-09,1596786
2014-05-08,1593737
2014-05-07,1590435
2014-05-06,1586766
2014-05-05,1582868
2014-05-04,1578831
2014-05-03,1575308
2014-05-02,1571997
2014-05-01,1565426
2014-04-30,1565426
2014-04-29,1562212
2014-04-28,1558676
2014-04-27,1554732
2014-04-26,1550878
2014-04-25,1546871
2014-04-24,1542893
2014-04-23,1538908
2014-04-22,1534956
2014-04-21,1530749
2014-04-20,1526798
2014-04-19,1523486
2014-04-18,1518969
2014-04-17,1515608
2014-04-16,1512017
2014-04-15,1508504
2014-04-14,1500777
2014-04-13,1500777
2014-04-12,1497044
2014-04-11,1493700
2014-04-10,1490494
2014-04-09,1485378
2014-04-08,1481350
2014-04-07,1477320
2014-04-06,1473588
2014-04-05,1469806
2014-04-04,1466318
2014-04-03,1462892
2014-04-02,1459364
2014-04-01,1455667
2014-03-31,1451982
2014-03-30,1448143
2014-03-29,1443948
2014-03-28,1436682
2014-03-27,1436682
2014-03-26,1432812
2014-03-25,1428415
2014-03-24,1423642
2014-03-23,1419150
2014-03-22,1415047
2014-03-21,1411232
2014-03-20,1407251
2014-03-19,1403048
2014-03-18,1398541
2014-03-17,1395653
2014-03-16,1395609
2014-03-15,1391529
2014-03-14,1387579
2014-03-13,1383969
2014-03-12,1379940
2014-03-11,1371223
2014-03-10,1371223
2014-03-09,1367298
2014-03-08,1362925
2014-03-07,1359174
2014-03-06,1355221
2014-03-05,1350166
2014-03-04,1345391
2014-03-03,1340251
2014-03-02,1334887
2014-03-01,1329950
2014-02-28,1325084
2014-02-27,1320250
2014-02-26,1315180
2014-02-25,1309676
2014-02-24,1303810
2014-02-23,1297395
2014-02-22,1287551
2014-02-21,1287551
2014-02-20,1283125
2014-02-19,1278074
2014-02-18,1272388
2014-02-17,1266787
2014-02-16,1260750
2014-02-15,1256708
2014-02-14,1251598
2014-02-13,1246606
2014-02-12,1241386
2014-02-11,1235899
2014-02-10,1230466
2014-02-09,1224187
2014-02-08,1217715
2014-02-07,1212010
2014-02-06,1206549
2014-02-05,1193990
2014-02-04,1193990
2014-02-03,1187610
2014-02-02,1181265
2014-02-01,1175250
2014-01-31,1169501
2014-01-30,1163953
2014-01-29,1158069
2014-01-28,1151305
2014-01-27,1143759
2014-01-26,1136756
2014-01-25,1130663
2014-01-24,1124732
2014-01-23,1118105
2014-01-22,1109187
2014-01-21,1102199
2014-01-20,1094815
2014-01-19,1081937
2014-01-18,1081937
2014-01-17,1076470
2014-01-16,1069475
2014-01-15,1063202
2014-01-14,1056556
2014-01-13,1050364
2014-01-12,1044258
2014-01-11,1038211
2014-01-10,1032586
2014-01-09,1027056
2014-01-08,1021081
2014-01-07,1014419
2014-01-06,1007391
2014-01-05,1000366
2014-01-04,993338
2014-01-03,987716
2014-01-02,976051
2014-01-01,976051
2013-12-31,970765
2013-12-30,966885
2013-12-29,962069
2013-12-28,956185
2013-12-27,950868
2013-12-26,945649
2013-12-25,939985
2013-12-24,934240
2013-12-23,928384
2013-12-22,922183
2013-12-21,915642
2013-12-20,908911
2013-12-19,902669
2013-12-18,896214
2013-12-17,888153
2013-12-16,869865
2013-12-15,869865
2013-12-14,861377
2013-12-13,853955
2013-12-12,846553
2013-12-11,838027
2013-12-10,829805
2013-12-09,821523
2013-12-08,810041
2013-12-07,801843
2013-12-06,794745
2013-12-05,786923
2013-12-04,777608
2013-12-03,767382
2013-12-02,755687
2013-12-01,741665
2013-11-30,718599
2013-11-29,694872
2013-11-28,694872
2013-11-27,678886
2013-11-26,663348
2013-11-25,653577
2013-11-24,645789
2013-11-23,638570
2013-11-22,631898
2013-11-21,623968
2013-11-20,616059
2013-11-19,607402
2013-11-18,596702
2013-11-17,583044
2013-11-16,575357
2013-11-15,570436
2013-11-14,566436
2013-11-13,561947
2013-11-12,553565
2013-11-11,553565
2013-11-10,550257
2013-11-09,546940
2013-11-08,543736
2013-11-07,539738
2013-11-06,535666
2013-11-05,531463
2013-11-04,527652
2013-11-03,524402
2013-11-02,521533
2013-11-01,519112
2013-10-31,516337
2013-10-30,513288
2013-10-29,509117
2013-10-28,504006
2013-10-27,496918
2013-10-26,493193
2013-10-25,493193
2013-10-24,491714
2013-10-23,490080
2013-10-22,488053
2013-10-21,485945
2013-10-20,483986
2013-10-19,482262
2013-10-18,480756
2013-10-17,479219
2013-10-16,477646
2013-10-15,476047
2013-10-14,474334
2013-10-13,472830
2013-10-12,471401
2013-10-11,470138
2013-10-10,468965
2013-10-09,465905
2013-10-08,465905
2013-10-07,464162
2013-10-06,462433
2013-10-05,460788
2013-10-04,459494
2013-10-03,458047
2013-10-02,456551
2013-10-01,454922
2013-09-30,453632
2013-09-29,452302
2013-09-28,450981
2013-09-27,449762
2013-09-26,448624
2013-09-25,447429
2013-09-24,446106
2013-09-23,444706
2013-09-22,441632
2013-09-21,441632
2013-09-20,440206
2013-09-19,438608
2013-09-18,437254
2013-09-17,436205
2013-09-16,434971
2013-09-15,433766
2013-09-14,432581
2013-09-13,431522
2013-09-12,430380
2013-09-11,429173
2013-09-10,427888
2013-09-09,426674
2013-09-08,425379
2013-09-07,424219
2013-09-06,423130
2013-09-05,420883
2013-09-04,420883
2013-09-03,419671
2013-09-02,418399
2013-09-01,417062
2013-08-31,415799
2013-08-30,414788
2013-08-29,413824
2013-08-28,412433
2013-08-27,411079
2013-08-26,409400
2013-08-25,407743
2013-08-24,406360
2013-08-23,405133
2013-08-22,403858
2013-08-21,402296
2013-08-20,400578
2013-08-19,396925
2013-08-18,396925
2013-08-17,395141
2013-08-16,393672
2013-08-15,391829
2013-08-14,389809
2013-08-13,388072
2013-08-12,386577
2013-08-11,385119
2013-08-10,383949
2013-08-09,382833
2013-08-08,381557
2013-08-07,380319
2013-08-06,379063
2013-08-05,377726
2013-08-04,376431
2013-08-03,375222
2013-08-02,373038
2013-08-01,373038
2013-07-31,371815
2013-07-30,370519
2013-07-29,369006
2013-07-28,367646
2013-07-27,366423
2013-07-26,365395
2013-07-25,364284
2013-07-24,363091
2013-07-23,361838
2013-07-22,360592
2013-07-21,359347
2013-07-20,358155
2013-07-19,357213
2013-07-18,356243
2013-07-17,355156
2013-07-16,352753
2013-07-15,352753
2013-07-14,351533
2013-07-13,350362
2013-07-12,349434
2013-07-11,348460
2013-07-10,347329
2013-07-09,346149
2013-07-08,344952
2013-07-07,343646
2013-07-06,342417
2013-07-05,341371
2013-07-04,340206
2013-07-03,338907
2013-07-02,337567
2013-07-01,335965
2013-06-30,334016
2013-06-29,330442
2013-06-28,330442
2013-06-27,329239
2013-06-26,327848
2013-06-25,326553
2013-06-24,325294
2013-06-23,323859
2013-06-22,322614
2013-06-21,321597
2013-06-20,320559
2013-06-19,319312
2013-06-18,318057
2013-06-17,316640
2013-06-16,315322
2013-06-15,314217
2013-06-14,313209
2013-06-13,312151
2013-06-12,309714
2013-06-11,309714
2013-06-10,308385
2013-06-09,306999
2013-06-08,305653
2013-06-07,304451
2013-06-06,303259
2013-06-05,301864
2013-06-04,300570
2013-06-03,299174
2013-06-02,297719
2013-06-01,296314
2013-05-31,294983
2013-05-30,293740
2013-05-29,292370
2013-05-28,290897
2013-05-27,289335
2013-05-26,286595
2013-05-25,286595
2013-05-24,285423
2013-05-23,284200
2013-05-22,283029
2013-05-21,281617
2013-05-20,280219
2013-05-19,278632
2013-05-18,277091
2013-05-17,275525
2013-05-16,274062
2013-05-15,272722
2013-05-14,271342
2013-05-13,269829
2013-05-12,268371
2013-05-11,266765
2013-05-10,265186
2013-05-09,262339
2013-05-08,262339
2013-05-07,260728
2013-05-06,258958
2013-05-05,257232
2013-05-04,255348
2013-05-03,253614
2013-05-02,251776
2013-05-01,249957
2013-04-30,248307
2013-04-29,246826
2013-04-28,245294
2013-04-27,243762
2013-04-26,242215
2013-04-25,240714
2013-04-24,239046
2013-04-23,237368
2013-04-22,233959
2013-04-21,233959
2013-04-20,232115
2013-04-19,230333
2013-04-18,228489
2013-04-17,226475
2013-04-16,225727
2013-04-15,223363
2013-04-14,220869
2013-04-13,218263
2013-04-12,215661
2013-04-11,212774
2013-04-10,208598
2013-04-09,203419
2013-04-08,197846
2013-04-07,193799
2013-04-06,189100
2013-04-05,183747
2013-04-04,183747
2013-04-03,180768
2013-04-02,176862
2013-04-01,172965
2013-03-31,169896
2013-03-30,167617
2013-03-29,165764
2013-03-28,163619
2013-03-27,161197
2013-03-26,158841
2013-03-25,156702
2013-03-24,155040
2013-03-23,153442
2013-03-22,151985
2013-03-21,150484
2013-03-20,148934
2013-03-19,145918
2013-03-18,145918
2013-03-17,144807
2013-03-16,143822
2013-03-15,142930
2013-03-14,142158
2013-03-13,141235
2013-03-12,140235
2013-03-11,139373
2013-03-10,138195
2013-03-09,137064
2013-03-08,135956
2013-03-07,134908
2013-03-06,134344
2013-03-05,133101
2013-03-04,131891
2013-03-03,130804
2013-03-02,129129
2013-03-01,129129
2013-02-28,128295
2013-02-27,127323
2013-02-26,126468
2013-02-25,125534
2013-02-24,124685
2013-02-23,123763
2013-02-22,122845
2013-02-21,122017
2013-02-20,121141
2013-02-19,120283
2013-02-18,119379
2013-02-17,118419
2013-02-16,117423
2013-02-15,116575
2013-02-14,115694
2013-02-13,114095
2013-02-12,114095
2013-02-11,113372
2013-02-10,112616
2013-02-09,111857
2013-02-08,111151
2013-02-07,110457
2013-02-06,109733
2013-02-05,108911
2013-02-04,108332
2013-02-03,107601
2013-02-02,106934
2013-02-01,106166
2013-01-31,105386
2013-01-30,104616
2013-01-29,103901
2013-01-28,103131
2013-01-27,101624
2013-01-26,101624
2013-01-25,100846
2013-01-24,100137
2013-01-23,99409
2013-01-22,98690
2013-01-21,97978
2013-01-20,97204
2013-01-19,96434
2013-01-18,95662
2013-01-17,94797
2013-01-16,93966
2013-01-15,93134
2013-01-14,92287
2013-01-13,91358
2013-01-12,90370
2013-01-11,89315
2013-01-10,86754
2013-01-09,86754
2013-01-08,85046
2013-01-07,83175
2013-01-06,82264
2013-01-05,81304
2013-01-04,80581
2013-01-03,80035
2013-01-02,79328
2013-01-01,78671
2012-12-31,77841
2012-12-30,77232
2012-12-29,76563
2012-12-28,75685
2012-12-27,74807
2012-12-26,73919
2012-12-25,73096
2012-12-24,71688
2012-12-23,71688
2012-12-22,70669
2012-12-21,69660
2012-12-20,68657
2012-12-19,67838
2012-12-18,66978
2012-12-17,65840
2012-12-16,64693
2012-12-15,63254
2012-12-14,62038
2012-12-13,60270
2012-12-12,58142
2012-12-11,55906
2012-12-10,53179
2012-12-09,50056
2012-12-08,49364
2012-12-07,48720
2012-12-06,48720
2012-12-05,48336
2012-12-04,47988
2012-12-03,47612
2012-12-02,47184
2012-12-01,46813
2012-11-30,46429
2012-11-29,46109
2012-11-28,45698
2012-11-27,45223
2012-11-26,44808
2012-11-25,44421
2012-11-24,44089
2012-11-23,43761
2012-11-22,43500
2012-11-21,43199
2012-11-20,42435
2012-11-19,42435
2012-11-18,42017
2012-11-17,41639
2012-11-16,41301
2012-11-15,40958
2012-11-14,40615
2012-11-13,40324
2012-11-12,40018
2012-11-11,39759
2012-11-10,39516
2012-11-09,39270
2012-11-08,39033
2012-11-07,38724
2012-11-06,38461
2012-11-05,38182
2012-11-04,37913
2012-11-03,37402
2012-11-02,37402
2012-11-01,37221
2012-10-31,36986
2012-10-30,36707
2012-10-29,36435
2012-10-28,36152
2012-10-27,35907
2012-10-26,35650
2012-10-25,35384
2012-10-24,35121
2012-10-23,34857
2012-10-22,34567
2012-10-21,34211
2012-10-20,33923
2012-10-19,33651
2012-10-18,33375
2012-10-17,32750
2012-10-16,32750
2012-10-15,32425
2012-10-14,32152
2012-10-13,31837
2012-10-12,31537
2012-10-11,31268
2012-10-10,30926
2012-10-09,30585
2012-10-08,30263
2012-10-07,29928
2012-10-06,29609
2012-10-05,29356
2012-10-04,29106
2012-10-03,28812
2012-10-02,28480
2012-10-01,28121
2012-09-30,27400
2012-09-29,27400
2012-09-28,27123
2012-09-27,26842
2012-09-26,26538
2012-09-25,26265
2012-09-24,25986
2012-09-23,25702
2012-09-22,25464
2012-09-21,25257
2012-09-20,25063
2012-09-19,24866
2012-09-18,24596
2012-09-17,24310
2012-09-16,24071
2012-09-15,23842
2012-09-14,23630
2012-09-13,23227
2012-09-12,23227
2012-09-11,23015
2012-09-10,22766
2012-09-09,22570
2012-09-08,22353
2012-09-07,22176
2012-09-06,21987
2012-09-05,21778
2012-09-04,21526
2012-09-03,21335
2012-09-02,21134
2012-09-01,20938
2012-08-31,20792
2012-08-30,20614
2012-08-29,20430
2012-08-28,20245
2012-08-27,19855
2012-08-26,19855
2012-08-25,19669
2012-08-24,19477
2012-08-23,19301
2012-08-22,19093
2012-08-21,18863
2012-08-20,18642
2012-08-19,18405
2012-08-18,18211
2012-08-17,18058
2012-08-16,17883
2012-08-15,17674
2012-08-14,17440
2012-08-13,17217
2012-08-12,17036
2012-08-11,16878
2012-08-10,16625
2012-08-09,16625
2012-08-08,16475
2012-08-07,16320
2012-08-06,16174
2012-08-05,16003
2012-08-04,15852
2012-08-03,15728
2012-08-02,15603
2012-08-01,15459
2012-07-31,15340
2012-07-30,15197
2012-07-29,15050
2012-07-28,14927
2012-07-27,14828
2012-07-26,14724
2012-07-25,14609
2012-07-24,14337
2012-07-23,14337
2012-07-22,14183
2012-07-21,14063
2012-07-20,13949
2012-07-19,13780
2012-07-18,13586
2012-07-17,13403
2012-07-16,13203
2012-07-15,13024
2012-07-14,12878
2012-07-13,12748
2012-07-12,12591
2012-07-11,12415
2012-07-10,12257
2012-07-09,12108
2012-07-08,11955
2012-07-07,11698
2012-07-06,11698
2012-07-05,11572
2012-07-04,11454
2012-07-03,11347
2012-07-02,11216
2012-07-01,11098
2012-06-30,11015
2012-06-29,10910
2012-06-28,10826
2012-06-27,10725
2012-06-26,10600
2012-06-25,10473
2012-06-24,10358
2012-06-23,10250
2012-06-22,10172
2012-06-21,10072
2012-06-20,9868
2012-06-19,9868
2012-06-18,9748
2012-06-17,9665
2012-06-16,9541
2012-06-15,9464
2012-06-14,9370
2012-06-13,9257
2012-06-12,9160
2012-06-11,9046
2012-06-10,8946
2012-06-09,8862
2012-06-08,8773
2012-06-07,8666
2012-06-06,8574
2012-06-05,8497
2012-06-04,8431
2012-06-03,8266
2012-06-02,8266
2012-06-01,8178
2012-05-31,8121
2012-05-30,8039
2012-05-29,7969
2012-05-28,7857
2012-05-27,7774
2012-05-26,7697
2012-05-25,7644
2012-05-24,7571
2012-05-23,7489
2012-05-22,7409
2012-05-21,7370
2012-05-20,7296
2012-05-19,7202
2012-05-18,7122
2012-05-17,6984
2012-05-16,6984
2012-05-15,6912
2012-05-14,6827
2012-05-13,6754
2012-05-12,6683
2012-05-11,6612
2012-05-10,6552
2012-05-09,6476
2012-05-08,6392
2012-05-07,6309
2012-05-06,6220
2012-05-05,6127
2012-05-04,6053
2012-05-03,5993
2012-05-02,5897
2012-05-01,5816
2012-04-30,5798
2012-04-29,5798
2012-04-28,5767
2012-04-27,5679
2012-04-26,5566
2012-04-25,5364
2012-04-24,5211
2012-04-23,5139
2012-04-22,5046
2012-04-21,4966
2012-04-20,4857
2012-04-19,4795
2012-04-18,4741
2012-04-17,4690
2012-04-16,4611
2012-04-15,4559
2012-04-14,4511
2012-04-13,4408
2012-04-12,4408
2012-04-11,4348
2012-04-10,4294
2012-04-09,4234
2012-04-08,4168
2012-04-07,4113
2012-04-06,4039
2012-04-05,3967
2012-04-04,3872
2012-04-03,3815
2012-04-02,3772
2012-04-01,3708
2012-03-31,3636
2012-03-30,3590
2012-03-29,3558
2012-03-28,3493
2012-03-27,3329
2012-03-26,3329
2012-03-25,3257
2012-03-24,3219
2012-03-23,3186
2012-03-22,3148
2012-03-21,3117
2012-03-20,3076
2012-03-19,3041
2012-03-18,2997
2012-03-17,2968
2012-03-16,2935
2012-03-15,2893
2012-03-14,2861
2012-03-13,2825
2012-03-12,2794
2012-03-11,2758
2012-03-10,2692
2012-03-09,2692
2012-03-08,2665
2012-03-07,2614
2012-03-06,2567
2012-03-05,2537
2012-03-04,2480
2012-03-03,2435
2012-03-02,2409
2012-03-01,2356
2012-02-29,2314
2012-02-28,2282
2012-02-27,2253
2012-02-26,2213
2012-02-25,2170
2012-02-24,2159
2012-02-23,2159
2012-02-22,2108
2012-02-21,2108
2012-02-20,2078
2012-02-19,2043
